X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
77.2868959,28.6373301,"6103761185",Smart Bazaar,,,,,,,,"""brand""=>""Smart Bazaar"",""level""=>""1"",""name:fa""=>""بیگ بازار"",""operator""=>""Reliance"",""shop""=>""supermarket"",""toilets:wheelchair""=>""yes"""
77.2371123,28.6021934,"6110288473",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""check_date""=>""2023-01-23"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.0857197,28.554952,"6110984878",,,,,,,,,"""amenity""=>""atm"""
77.2309338,28.5662268,"6112148821",Krishna Super Marché 37,,,,,,,,"""shop""=>""supermarket"""
77.2534551,28.5478602,"6112993591",HDFC Bank,,,,,,,,"""amenity""=>""bank"",""branch""=>""Nehru Place"",""brand""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""level""=>""0"",""opening_hours""=>""Mo-Su 09:30-15:30"",""short_name""=>""HDFC"""
77.2473621,28.5687584,"6112993595",Unique Departmental Store,,,,,,,,"""shop""=>""convenience"""
77.2473791,28.5679314,"6112993598",Medicine Care,,,,,,,,"""amenity""=>""pharmacy"",""level""=>""0.5"""
77.2472784,28.567774,"6112993599",Mahesh Chemists,,,,,,,,"""amenity""=>""pharmacy"""
77.247302,28.5678663,"6112993600",Kotak Mahindra Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""check_date""=>""2024-09-29"",""drive_through""=>""no"",""opening_hours""=>""24/7"",""operator""=>""Kotak Mahindra Bank"",""operator:wikidata""=>""Q2040404"""
77.256022,28.5479351,"6112995975",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.24731,28.5678931,"6112995977",Kotak Mahindra Bank,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Lajpat Nagar"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""check_date""=>""2024-09-29"",""drive_through""=>""no"",""name:en""=>""Kotak Mahindra Bank"",""opening_hours""=>""Mo-Sa 09:30-16:30; Sa[2,4] closed"",""operator""=>""Kotak Mahindra Bank Limited"""
77.2247295,28.5164119,"6115743819",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2508584,28.5498682,"6115745984",,,,,,,,,"""amenity""=>""atm"",""brand""=>""IDBI Bank"",""brand:wikidata""=>""Q3633485"",""level""=>""0"",""operator""=>""IDBI Bank"",""operator:wikidata""=>""Q3633485"",""short_name""=>""IDBI"",""wheelchair""=>""no"""
77.2464153,28.5678156,"6115748985",ICICI Bank,,,,,,,,"""addr:block""=>""K"",""addr:city""=>""New Delhi"",""addr:housenumber""=>""91"",""addr:place""=>""Central Market"",""addr:postcode""=>""110024"",""addr:suburb""=>""Lajpat Nagar"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Lajpat Nagar"",""brand""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""check_date""=>""2024-09-29"",""drive_through""=>""no"",""level""=>""0"",""name:en""=>""ICICI Bank"",""opening_hours""=>""Mo-Sa 09:30-16:30; Sa[2,4], Su, PH off"",""operator""=>""ICICI Bank Limited"",""short_name""=>""ICICI"",""wheelchair""=>""no"""
77.1995949,28.5075171,"6115748986",Maa Nav Durga Medicos,,,,,,,,"""addr:housenumber""=>""Khasra No.117;Khasra No.117/1"",""addr:place""=>""Neb Sarai"",""addr:unit""=>""2"",""amenity""=>""pharmacy"",""phone""=>""+91-99102-25565;+91-93108-70896"""
77.2596485,28.5336588,"6115749030",,,,,,,,,"""amenity""=>""atm"",""brand""=>""HDFC Bank"",""brand:en""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""HDFC Bank"",""operator:en""=>""HDFC Bank"",""operator:wikidata""=>""Q631047"",""short_name""=>""HDFC"""
77.2514471,28.5513298,"6115749046",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""level""=>""1"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.261171,28.5376883,"6115749179",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2516738,28.5486429,"6115749181",Bank of Baroda,,,,,,,,"""amenity""=>""bank"",""branch""=>""Nehru Place"",""brand""=>""Bank of Baroda"",""brand:wikidata""=>""Q2003797"",""opening_hours""=>""Mo-Sa 10:00-16:00; Sa[2,4] closed"""
77.246384,28.5669045,"6115749184",24Seven,,,,,,,,"""level""=>""0.5"",""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2530021,28.5422141,"6115749665",,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.2044123,28.5505274,"6120508420",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"",""operator""=>""Yes Bank"",""operator:wikidata""=>""Q2040394"""
77.1974563,28.5357893,"6120508691",Krishna Super Marché 37,,,,,,,,"""shop""=>""supermarket"",""wheelchair""=>""limited"""
77.2076233,28.5618572,"6120508692",All India Medicos,,,,,,,,"""amenity""=>""pharmacy"",""contact:phone""=>""+91-11-4666-5301;+91-11-4666-5302;+91-11-4666-5303;+91-11-2658-9896;+91-11-2658-8210"",""opening_hours""=>""24/7"",""wheelchair""=>""no"""
77.2060799,28.5562264,"6124471514",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"",""opening_hours""=>""24/7"",""operator""=>""Yes Bank"",""operator:wikidata""=>""Q2040394"""
77.2050158,28.5197606,"6124471516",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"",""opening_hours""=>""24/7"",""operator""=>""Yes Bank"",""operator:wikidata""=>""Q2040394"""
77.2032707,28.5325585,"6124471517",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"",""operator""=>""Standard Chartered"",""operator:wikidata""=>""Q548278"""
77.2061054,28.5562855,"6124477661",Yes Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"""
77.2031436,28.5325305,"6124477664",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.1963323,28.5345292,"6124477818",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2062155,28.5567458,"6124477819",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2189266,28.6437003,"6134779778",Police Station New Delhi Railway Station,,,,,,,,"""amenity""=>""police"",""operator""=>""Delhi Police"",""operator:en""=>""Delhi Police"",""operator:hi""=>""दिल्ली पुलिस"",""operator:ur""=>""دہلی پولیس"",""operator:wikidata""=>""Q3764926"""
77.2270262,28.5544846,"6134780515",Sama Hospital,,,,,,,,"""addr:city""=>""Delhi"",""addr:housenumber""=>""8"",""addr:postcode""=>""110049"",""addr:street""=>""Siri Fort Road"",""amenity""=>""hospital"""
77.1997668,28.5067166,"6148020433",EasyDay Fresh,,,,,,,,"""opening_hours""=>""Mo-Su 07:00-22:00"",""shop""=>""supermarket"""
77.2222854,28.635912,"6148020512",,,,,,,,,"""amenity""=>""police"",""operator""=>""Delhi Police"",""operator:en""=>""Delhi Police"",""operator:hi""=>""दिल्ली पुलिस"",""operator:ur""=>""دہلی پولیس"",""operator:wikidata""=>""Q3764926"""
77.206042,28.520997,"6150151070",Standard Chartered,,,,,,,,"""amenity""=>""bank"",""brand""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"",""level""=>""0.5"""
77.2060906,28.5211642,"6150152437",IndusInd Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""level""=>""1"""
77.2060542,28.5210402,"6150152438",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"",""level""=>""0.5"",""operator""=>""Standard Chartered"",""operator:wikidata""=>""Q548278"""
77.2068967,28.5236422,"6150155407",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""opening_hours""=>""24/7"",""operator""=>""Kotak Mahindra Bank"",""operator:wikidata""=>""Q2040404"""
77.206107,28.5212087,"6150155850",,,,,,,,,"""amenity""=>""atm"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""level""=>""1"",""opening_hours""=>""24/7"",""operator""=>""IndusInd Bank"",""operator:wikidata""=>""Q2040323"""
77.2077092,28.5233938,"6150156035",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2109777,28.5355239,"6152749867",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2127916,28.5399709,"6152750630",Patanjali Mega Store,,,,,,,,"""level""=>""0"",""shop""=>""convenience"""
77.2184123,28.6352021,"6161686839",Yes Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"",""indoor""=>""yes"",""operator""=>""Yes Bank"",""operator:wikidata""=>""Q2040394"""
77.2016872,28.5102333,"6161686876",Vishal Mega Mart,,,,,,,,"""brand""=>""Vishal Mega Mart"",""brand:wikidata""=>""Q126895037"",""level""=>""-1;0.5"",""shop""=>""supermarket"""
77.2196262,28.6353937,"6161689894",Punjab & Sind Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Punjab & Sind Bank"",""brand:en""=>""Punjab & Sind Bank"",""brand:hi""=>""पंजाब एण्ड सिंध बैंक"",""brand:pa""=>""ਪੰਜਾਬ ਐਂਡ ਸਿੰਧ ਬੈਂਕ"",""brand:ur""=>""پنجاب اینڈ سندھ بینک"",""brand:website""=>""https://punjabandsindbank.co.in/"",""brand:wikidata""=>""Q2003302"",""indoor""=>""yes"",""name:en""=>""Punjab & Sind Bank"",""name:hi""=>""पंजाब एण्ड सिंध बैंक"",""name:pa""=>""ਪੰਜਾਬ ਐਂਡ ਸਿੰਧ ਬੈਂਕ"",""name:ur""=>""پنجاب اینڈ سندھ بینک"",""operator""=>""Punjab & Sind Bank"",""operator:wikidata""=>""Q2003302"""
77.2186749,28.6352636,"6161690528",Canara Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Canara Bank"",""brand:en""=>""Canara Bank"",""brand:hi""=>""केनरा बैंक"",""brand:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""brand:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""brand:pnb""=>""کینرا بینک"",""brand:ur""=>""کینرا بینک"",""brand:wikidata""=>""Q2003777"",""indoor""=>""yes"",""name:en""=>""Canara Bank"",""name:hi""=>""केनरा बैंक"",""name:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""name:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""name:pnb""=>""کینرا بینک"",""name:ur""=>""کینرا بینک"",""opening_hours""=>""24/7"",""operator""=>""Canara Bank"",""operator:wikidata""=>""Q2003777"""
77.2210229,28.6351302,"6161690589",Punjab National Bank,,,,,,,,"""addr:housenumber""=>""K-8"",""addr:postcode""=>""110001"",""addr:street""=>""Minto Road"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Minto Road"",""brand""=>""Punjab National Bank"",""brand:short""=>""PNB"",""brand:wikidata""=>""Q2743499"""
77.218477,28.6352382,"6161690590",IndusInd Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""IndusInd Bank"",""operator:wikidata""=>""Q2040323"""
77.1327411,28.7301431,"6163184687",ICICI Bank Rohini Sec-15,,,,,,,,"""amenity""=>""bank"",""opening_hours""=>""Mo-Sa 09:30-17:00"""
77.200689,28.5087075,"6166529632",EasyDay Club,,,,,,,,"""access""=>""private"",""description""=>""For members."",""phone""=>""+91-77188-16363"",""shop""=>""supermarket"",""toilets""=>""yes"",""toilets:access""=>""customers"",""wheelchair""=>""no"""
77.1998817,28.5074226,"6168884755",All India Chemist,,,,,,,,"""addr:street""=>""IGNOU Road"",""amenity""=>""pharmacy"",""delivery""=>""yes"",""opening_hours""=>""Mo-Su 09:00-22:30"",""phone""=>""+91-99112-11002;+91-97170-21913"",""wheelchair""=>""no"""
77.2239646,28.5204901,"6171203022",Kendriya Vidyalaya,,,,,,,,"""amenity""=>""school"",""branch""=>""Pushp Vihar"",""brand""=>""Kendriya Vidyalaya"",""brand:wikidata""=>""Q1156653"",""operator:type""=>""government_non_profit"""
77.1990545,28.509637,"6175366762",JSMK Clinic,,,,,,,,"""amenity""=>""clinic"",""opening_hours""=>""Mo-Su 07:00-08:00, 17:00-19:00"",""phone""=>""+91-98914-85910"""
77.2381378,28.57746,"6182615822",,,,,,,,,"""amenity""=>""bank"",""branch""=>""Defence Colony"",""brand""=>""Oriental Bank of Commerce"""
77.2381378,28.5774936,"6182616196",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Oriental Bank of Commerce"",""opening_hours""=>""24/7"""
77.2678204,28.5615898,"6198749730",ICICI Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""New Friends Colony"",""brand""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.2669792,28.5612427,"6198749877",HDFC Bank,,,,,,,,"""amenity""=>""bank"",""branch""=>""New Friends Colony"",""brand""=>""HDFC Bank"",""brand:wikidata""=>""Q631047"",""check_date""=>""2023-11-02"",""short_name""=>""HDFC"""
77.2663523,28.5623109,"6198752460",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2673019,28.5612101,"6198752462",Corporation Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""New Friends Colony"",""brand""=>""Corporation Bank"",""brand:wikidata""=>""Q2003387"""
77.2222351,28.5922707,"6203987726",Bank of India,,,,,,,,"""amenity""=>""bank"",""branch""=>""Khan Market"",""brand""=>""Bank of India"",""brand:wikidata""=>""Q2004439"""
77.2397878,28.5768012,"6203987732",SDMC Primary Model School,,,,,,,,"""amenity""=>""school"",""check_date""=>""2025-08-07"""
77.2407455,28.5768608,"6203987733",,,,,,,,,"""amenity""=>""school"""
77.2197969,28.6331482,"6203987737",State Bank of India,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2020662,28.5210777,"6203987738",WHSmith,,,,,,,,"""level""=>""-1"",""shop""=>""convenience"""
77.2061624,28.5051676,"6207395594",Saint Mary's School,,,,,,,,"""addr:housenumber""=>""532"",""addr:place""=>""Neb Sarai"",""addr:postcode""=>""110068"",""addr:street""=>""Forest Lane"",""amenity""=>""school"""
77.2093571,28.5755951,"6213649153",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:short""=>""SBI"",""level""=>""-1"""
77.2486547,28.5666919,"6216308967",Delhi Public Library,,,,,,,,"""amenity""=>""library"",""branch""=>""Vinobapuri"",""name:hi""=>""दिल्ली पब्लिक लाइब्रेरी"""
77.2485614,28.566689,"6216308974",Lal Bahadur Shastri Library,,,,,,,,"""amenity""=>""library"",""name:etymology:wikidata""=>""Q244689"",""name:hi""=>""लाल बहादुर शास्त्री पुस्तकालय"""
77.2459237,28.5680128,"6217178329",Unique Chemist,,,,,,,,"""addr:block""=>""K"",""addr:city""=>""Delhi"",""addr:housenumber""=>""81"",""addr:place""=>""Lajpat Nagar II"",""addr:postcode""=>""110024"",""addr:state""=>""DL"",""addr:street""=>""Veer Savarkar Marg"",""addr:unit""=>""B"",""amenity""=>""pharmacy"",""opening_hours""=>""Mo-Sa 09:30-22:00; Su 09:30-18:00"",""phone""=>""+91 11 2984 0002;+91 99108 10198"",""wheelchair""=>""no"""
77.2463727,28.5678322,"6217178354",Punjab National Bank,,,,,,,,"""addr:block""=>""K"",""addr:city""=>""Delhi"",""addr:housenumber""=>""K-91;91"",""addr:place""=>""Lajpat Nagar"",""addr:postcode""=>""110024"",""addr:state""=>""DL"",""addr:street""=>""Veer Savarkar Marg"",""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Lajpat Nagar"",""brand""=>""Punjab National Bank"",""brand:short""=>""PNB"",""brand:wikidata""=>""Q2743499"",""check_date""=>""2024-09-29"",""drive_through""=>""no"",""level""=>""1"",""name:en""=>""Punjab National Bank"",""opening_hours""=>""Mo-Sa 09:30-16:30; Sa[2,4] closed"",""operator""=>""Punjab National Bank Limited"""
77.246465,28.5677989,"6217178355",Utkarsh Small Finance Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""Lajpat Nagar"",""brand""=>""Utkarsh Small Finance Bank"",""level""=>""0"""
77.1551331,28.5251396,"6221536872",All India Chemist,,,,,,,,"""amenity""=>""pharmacy"",""phone""=>""+91-11-2612-3037"""
77.1848617,28.4984699,"6221553468",,,,,,,,,"""amenity""=>""bank"",""branch""=>""Chhattarpur"",""brand""=>""Bank of India"",""brand:short""=>""BOI"""
77.2415723,28.630347,"6223177510",,,,,,,,,"""amenity""=>""library"",""operator""=>""Children's Book Trust"""
77.2270376,28.6965167,"6223284349",Police Post Majnu ka Tila,,,,,,,,"""amenity""=>""police"",""operator""=>""Delhi Police"",""operator:en""=>""Delhi Police"",""operator:hi""=>""दिल्ली पुलिस"",""operator:ur""=>""دہلی پولیس"",""operator:wikidata""=>""Q3764926"""
77.1369263,28.6281833,"6225478358",Bandhan Bank,,,,,,,,"""amenity""=>""bank"",""branch""=>""Naraina"",""brand""=>""Bandhan Bank"",""brand:wikidata""=>""Q19882235"""
77.12542,28.6314464,"6225478359",Yes Bank,,,,,,,,"""amenity""=>""bank"",""branch""=>""Mayapuri"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"""
77.1566174,28.6520416,"6225480443",Axis Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Axis Bank"",""brand:wikidata""=>""Q2003549"",""operator""=>""Axis Bank"",""operator:wikidata""=>""Q2003549"""
77.1814651,28.637461,"6225480471",State Bank of India,,,,,,,,"""amenity""=>""bank"",""branch""=>""DF-139 Shankar Road"",""brand""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.1367988,28.6280232,"6225480504",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Andhra Bank"",""brand:wikidata""=>""Q2003476"",""opening_hours""=>""24/7"",""operator""=>""Andhra Bank"",""operator:wikidata""=>""Q2003476"""
77.1253512,28.6313459,"6225480507",Canara Bank,,,,,,,,"""amenity""=>""bank"",""branch""=>""Mayapuri"",""brand""=>""Canara Bank"",""brand:en""=>""Canara Bank"",""brand:hi""=>""केनरा बैंक"",""brand:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""brand:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""brand:pnb""=>""کینرا بینک"",""brand:ur""=>""کینرا بینک"",""brand:wikidata""=>""Q2003777"",""name:en""=>""Canara Bank"",""name:hi""=>""केनरा बैंक"",""name:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""name:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""name:pnb""=>""کینرا بینک"",""name:ur""=>""کینرا بینک"""
77.1109641,28.6254248,"6225481222",ICICI Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""ICICI Bank"",""brand:en""=>""ICICI Bank"",""brand:wikidata""=>""Q1653258"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""ICICI Bank"",""operator:en""=>""ICICI Bank"",""operator:wikidata""=>""Q1653258"",""short_name""=>""ICICI"""
77.1633494,28.6483737,"6225481235",IndusInd Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""opening_hours""=>""24/7"",""operator""=>""IndusInd Bank"",""operator:wikidata""=>""Q2040323"""
77.1671972,28.646576,"6225481236",,,,,,,,,"""amenity""=>""bank"",""branch""=>""Patel Nagar"",""brand""=>""Federal Bank"""
77.1656099,28.6476028,"6225481435",Yes Bank,,,,,,,,"""amenity""=>""bank"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"""
77.1786423,28.6394083,"6225481473",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.172539,28.6433605,"6225481595",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2427346,28.6447452,"6228876186",,,,,,,,,"""amenity""=>""atm"",""brand""=>""State Bank of India"",""brand:en""=>""State Bank of India"",""brand:wikidata""=>""Q1340361"",""currency:INR""=>""yes"",""drive_through""=>""no"",""indoor""=>""yes"",""opening_hours""=>""24/7"",""operator""=>""State Bank of India"",""operator:en""=>""State Bank of India"",""operator:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2829628,28.5403869,"6243446986",Apollo,,,,,,,,"""addr:postcode""=>""1243"",""amenity""=>""hospital"",""healthcare""=>""hospital"",""healthcare:speciality""=>""covid19"",""name:en""=>""Apollo hospital"""
77.3025188,28.5323755,"6255913360",,,,,,,,,"""amenity""=>""school"""
77.1900425,28.529118,"6257609191",National Institute of TB and Respiratory Diseases,,,,,,,,"""addr:district""=>""South"",""addr:full""=>""NITRD, Sri Aurobindo Marg, Near Qutub minar"",""addr:postcode""=>""110030"",""addr:state""=>""Delhi"",""amenity""=>""hospital"",""contact:phone""=>""1.13E+42"",""description""=>"">500 Bedded Hospital"",""healthcare""=>""hospital"""
77.2159162,28.6959475,"6257783817",Government Sarvodaya Vidyalaya,,,,,,,,"""addr:postcode""=>""110054"",""addr:street""=>""Lancer Road"",""amenity""=>""school"",""name:hi""=>""राजकीय सर्वोदय विद्यालय"",""operator:type""=>""public"""
77.1360256,28.6224226,"6258199204",Yes Bank,,,,,,,,"""amenity""=>""atm"",""brand""=>""Yes Bank"",""brand:wikidata""=>""Q2040394"",""operator""=>""Yes Bank"",""operator:wikidata""=>""Q2040394"""
77.2244419,28.5678122,"6258199643",24Seven,,,,,,,,"""opening_hours""=>""24/7"",""shop""=>""convenience"""
77.2008156,28.5089249,"6260205386",King Savdeshi Bazaar,,,,,,,,"""addr:housenumber""=>""C-3"",""addr:postcode""=>""110068"",""addr:street""=>""IGNOU Road"",""delivery""=>""yes"",""phone""=>""+91 84473 41234;+91 81309 14761"",""shop""=>""supermarket"""
77.2246261,28.5677074,"6265648170",State Bank of India,,,,,,,,"""amenity""=>""bank"",""atm""=>""yes"",""branch""=>""South Extension Part 2"",""brand""=>""State Bank of India"",""brand:short""=>""SBI"",""brand:wikidata""=>""Q1340361"",""short_name""=>""SBI"""
77.2245193,28.5677805,"6265648172",Kotak Mahindra Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""no"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"""
77.2244999,28.5677385,"6265648174",,,,,,,,,"""amenity""=>""atm"",""brand""=>""Kotak Mahindra Bank"",""brand:wikidata""=>""Q2040404"",""opening_hours""=>""24/7"",""operator""=>""Kotak Mahindra Bank"",""operator:wikidata""=>""Q2040404"""
77.2037961,28.5333311,"6269340656",Canara Bank,,,,,,,,"""amenity""=>""bank"",""atm""=>""no"",""brand""=>""Canara Bank"",""brand:en""=>""Canara Bank"",""brand:hi""=>""केनरा बैंक"",""brand:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""brand:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""brand:pnb""=>""کینرا بینک"",""brand:ur""=>""کینرا بینک"",""brand:wikidata""=>""Q2003777"",""name:en""=>""Canara Bank"",""name:hi""=>""केनरा बैंक"",""name:kn""=>""ಕೆನರಾ ಬ್ಯಾಂಕ್"",""name:pa""=>""ਕੇਨਰਾ ਬੈਂਕ"",""name:pnb""=>""کینرا بینک"",""name:ur""=>""کینرا بینک"""
77.20362,28.5327426,"6269340659",,,,,,,,,"""amenity""=>""atm"",""brand""=>""IDBI Bank"",""brand:wikidata""=>""Q3633485"",""opening_hours""=>""24/7"",""operator""=>""IDBI Bank"",""operator:wikidata""=>""Q3633485"",""short_name""=>""IDBI"",""wheelchair""=>""no"""
77.2907092,28.5019105,"6274319087",Police Station Pul Prahladpur,,,,,,,,"""addr:postcode""=>""110044"",""amenity""=>""police"",""operator""=>""Delhi Police"",""operator:en""=>""Delhi Police"",""operator:hi""=>""दिल्ली पुलिस"",""operator:ur""=>""دہلی پولیس"",""operator:wikidata""=>""Q3764926"""
77.2542059,28.5421614,"6275719371",,,,,,,,,"""amenity""=>""atm"",""brand""=>""IndusInd Bank"",""brand:wikidata""=>""Q2040323"",""opening_hours""=>""24/7"",""operator""=>""IndusInd Bank"",""operator:wikidata""=>""Q2040323"",""wheelchair""=>""no"""
